,Organisation,Country,ISO Code,Vehicle_Name,Launch_date,Launch_Month,Launch_Year,Rocket_Status,Price,Mission_Status,Decade
3305,RVSN USSR,Kazakhstan,KAZ,Voskhod ,14-10-1971,Oct,1971,StatusRetired,5000,Success,1970
3306,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,13-10-1971,Oct,1971,StatusRetired,5000,Success,1970
3307,RVSN USSR,Russia,RUS,Voskhod ,07-10-1971,Oct,1971,StatusRetired,5000,Success,1970
3308,RVSN USSR,Russia,RUS,Voskhod ,29-09-1971,Sep,1971,StatusRetired,5000,Success,1970
3309,RVSN USSR,Kazakhstan,KAZ,Proton K/Block D ,28-09-1971,Sep,1971,StatusRetired,5000,Success,1970
3310,RVSN USSR,Kazakhstan,KAZ,Voskhod ,28-09-1971,Sep,1971,StatusRetired,5000,Success,1970
3311,ISAS,Japan,JPN,Mu-IV S ,28-09-1971,Sep,1971,StatusRetired,62,Success,1970
3312,RVSN USSR,Russia,RUS,Cosmos-2I (63SM) ,24-09-1971,Sep,1971,StatusRetired,5000,Success,1970
3313,RVSN USSR,Russia,RUS,Voskhod ,21-09-1971,Sep,1971,StatusRetired,5000,Success,1970
3314,RVSN USSR,Russia,RUS,Voskhod ,14-09-1971,Sep,1971,StatusRetired,5000,Success,1970
3315,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,10-09-1971,Sep,1971,StatusRetired,5000,Success,1970
3316,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,07-09-1971,Sep,1971,StatusRetired,5000,Success,1970
3317,RVSN USSR,Kazakhstan,KAZ,Proton K/Block D ,02-09-1971,Sep,1971,StatusRetired,5000,Success,1970
3318,RVSN USSR,Russia,RUS,Cosmos-2I (63SM) ,27-08-1971,Aug,1971,StatusRetired,5000,Success,1970
3319,RVSN USSR,Kazakhstan,KAZ,Voskhod ,19-08-1971,Aug,1971,StatusRetired,5000,Failure,1970
3320,US Air Force,USA,USA,Titan III(24)B ,12-08-1971,Aug,1971,StatusRetired,59,Success,1970
3321,RVSN USSR,Kazakhstan,KAZ,Tsyklon ,08-08-1971,Aug,1971,StatusRetired,5000,Success,1970
3322,General Dynamics,USA,USA,Atlas-E/F OV1 ,07-08-1971,Aug,1971,StatusRetired,62,Success,1970
3323,RVSN USSR,Kazakhstan,KAZ,Voskhod ,05-08-1971,Aug,1971,StatusRetired,5000,Success,1970
3324,RVSN USSR,Russia,RUS,Cosmos-2I (63SM) ,03-08-1971,Aug,1971,StatusRetired,5000,Failure,1970
3325,RVSN USSR,Kazakhstan,KAZ,Voskhod ,30-07-1971,Jul,1971,StatusRetired,5000,Success,1970
3326,RVSN USSR,Russia,RUS,Voskhod ,28-07-1971,Jul,1971,StatusRetired,5000,Success,1970
3327,RVSN USSR,Russia,RUS,Molniya-M /Block L ,28-07-1971,Jul,1971,StatusRetired,5000,Success,1970
3328,NASA,USA,USA,Saturn V ,26-07-1971,Jul,1971,StatusRetired,1160,Success,1970
3329,RVSN USSR,Russia,RUS,Voskhod ,23-07-1971,Jul,1971,StatusRetired,5000,Success,1970
3330,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,22-07-1971,Jul,1971,StatusRetired,5000,Failure,1970
3331,RVSN USSR,Kazakhstan,KAZ,Voskhod ,20-07-1971,Jul,1971,StatusRetired,5000,Success,1970
3332,RVSN USSR,Russia,RUS,Vostok-2M ,16-07-1971,Jul,1971,StatusRetired,5000,Success,1970
3333,RVSN USSR,Kazakhstan,KAZ,N1-L3 ,26-06-1971,Jun,1971,StatusRetired,5000,Failure,1970
3334,RVSN USSR,Russia,RUS,Voskhod ,25-06-1971,Jun,1971,StatusRetired,5000,Failure,1970
3335,RVSN USSR,Kazakhstan,KAZ,Voskhod ,24-06-1971,Jun,1971,StatusRetired,5000,Success,1970
3336,Martin Marietta,USA,USA,Titan IIID ,15-06-1971,Jun,1971,StatusRetired,35,Success,1970
3337,RVSN USSR,Kazakhstan,KAZ,Soyuz L ,12-06-1971,Jun,1971,StatusRetired,5000,Success,1970
3338,RVSN USSR,Russia,RUS,Voskhod ,11-06-1971,Jun,1971,StatusRetired,5000,Success,1970
3339,RVSN USSR,Kazakhstan,KAZ,Soyuz ,06-06-1971,Jun,1971,StatusRetired,5000,Success,1970
3340,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,04-06-1971,Jun,1971,StatusRetired,5000,Success,1970
3341,General Dynamics,USA,USA,Atlas-SLV3C Centaur-D ,30-05-1971,May,1971,StatusRetired,62,Success,1970
3342,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,29-05-1971,May,1971,StatusRetired,5000,Success,1970
3343,RVSN USSR,Kazakhstan,KAZ,Proton K/Block D ,28-05-1971,May,1971,StatusRetired,5000,Success,1970
3344,RVSN USSR,Russia,RUS,Voskhod ,28-05-1971,May,1971,StatusRetired,5000,Success,1970
3345,RVSN USSR,Russia,RUS,Cosmos-2I (63SM) ,27-05-1971,May,1971,StatusRetired,5000,Success,1970
3346,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,22-05-1971,May,1971,StatusRetired,5000,Success,1970
3347,RVSN USSR,Kazakhstan,KAZ,Proton K/Block D ,19-05-1971,May,1971,StatusRetired,5000,Success,1970
3348,RVSN USSR,Russia,RUS,Cosmos-2I (63SM) ,19-05-1971,May,1971,StatusRetired,5000,Success,1970
3349,RVSN USSR,Kazakhstan,KAZ,Voskhod ,18-05-1971,May,1971,StatusRetired,5000,Success,1970
3350,RVSN USSR,Kazakhstan,KAZ,Proton K/Block D ,10-05-1971,May,1971,StatusRetired,5000,Success,1970
3351,General Dynamics,USA,USA,Atlas-SLV3C Centaur-D ,09-05-1971,May,1971,StatusRetired,62,Failure,1970
3352,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,07-05-1971,May,1971,StatusRetired,5000,Success,1970
3353,RVSN USSR,Kazakhstan,KAZ,Voskhod ,06-05-1971,May,1971,StatusRetired,5000,Success,1970
3354,Martin Marietta,USA,USA,Titan III(23)C ,05-05-1971,May,1971,StatusRetired,35,Success,1970
3355,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,28-04-1971,Apr,1971,StatusRetired,5000,Success,1970
3356,RVSN USSR,Russia,RUS,Cosmos-2I (63SM) ,24-04-1971,Apr,1971,StatusRetired,5000,Success,1970
3357,ASI,Kenya,KEN,Scout B ,24-04-1971,Apr,1971,StatusRetired,62,Success,1970
3358,RVSN USSR,Kazakhstan,KAZ,Soyuz ,22-04-1971,Apr,1971,StatusRetired,5000,Success,1970
3359,US Air Force,USA,USA,Titan III(23)B ,22-04-1971,Apr,1971,StatusRetired,59,Success,1970
3360,RVSN USSR,Russia,RUS,Cosmos-3MRB (65MRB) ,22-04-1971,Apr,1971,StatusRetired,5000,Success,1970
3361,RVSN USSR,Kazakhstan,KAZ,Proton K ,19-04-1971,Apr,1971,StatusRetired,5000,Success,1970
3362,RVSN USSR,Russia,RUS,Vostok-2M ,17-04-1971,Apr,1971,StatusRetired,5000,Success,1970
3363,CNES,France,FRA,Diamant B ,15-04-1971,Apr,1971,StatusRetired,62,Success,1970
3364,RVSN USSR,Russia,RUS,Voskhod ,14-04-1971,Apr,1971,StatusRetired,5000,Success,1970
3365,RVSN USSR,Russia,RUS,Vostok-2M ,07-04-1971,Apr,1971,StatusRetired,5000,Success,1970
3366,RVSN USSR,Russia,RUS,Voskhod ,02-04-1971,Apr,1971,StatusRetired,5000,Success,1970
3367,RVSN USSR,Kazakhstan,KAZ,Tsyklon-2 ,01-04-1971,Apr,1971,StatusRetired,5000,Success,1970
3368,RVSN USSR,Russia,RUS,Voskhod ,27-03-1971,Mar,1971,StatusRetired,5000,Success,1970
3369,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,23-03-1971,Mar,1971,StatusRetired,5000,Success,1970
3370,Martin Marietta,USA,USA,Titan-III(33)B Agena-D ,21-03-1971,Mar,1971,StatusRetired,35,Success,1970
3371,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,18-03-1971,Mar,1971,StatusRetired,5000,Success,1970
3372,RVSN USSR,Russia,RUS,Cosmos-2I (63SM) ,05-03-1971,Mar,1971,StatusRetired,5000,Failure,1970
3373,RVSN USSR,Russia,RUS,Voskhod ,05-03-1971,Mar,1971,StatusRetired,5000,Failure,1970
3374,RVSN USSR,Kazakhstan,KAZ,Tsyklon-2 ,04-03-1971,Mar,1971,StatusRetired,5000,Success,1970
3375,CASC,China,CHN,Long March 1 ,03-03-1971,Mar,1971,StatusRetired,30.8,Success,1970
3376,RVSN USSR,Kazakhstan,KAZ,Voskhod ,03-03-1971,Mar,1971,StatusRetired,5000,Success,1970
3377,RVSN USSR,Kazakhstan,KAZ,Soyuz L ,26-02-1971,Feb,1971,StatusRetired,5000,Success,1970
3378,RVSN USSR,Kazakhstan,KAZ,Tsyklon-2 ,25-02-1971,Feb,1971,StatusRetired,5000,Success,1970
3379,ISAS,Japan,JPN,Mu-III C ,21-02-1971,Feb,1971,StatusRetired,62,Success,1970
3380,RVSN USSR,Russia,RUS,Voskhod ,18-02-1971,Feb,1971,StatusRetired,5000,Success,1970
3381,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,17-02-1971,Feb,1971,StatusRetired,5000,Success,1970
3382,ISAS,Japan,JPN,Mu-IV S ,16-02-1971,Feb,1971,StatusRetired,62,Success,1970
3383,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,09-02-1971,Feb,1971,StatusRetired,5000,Success,1970
3384,NASA,USA,USA,Saturn V ,31-01-1971,Jan,1971,StatusRetired,1160,Success,1970
3385,RVSN USSR,Russia,RUS,Cosmos-2I (63SM) ,26-01-1971,Jan,1971,StatusRetired,5000,Success,1970
3386,General Dynamics,USA,USA,Atlas-SLV3C Centaur-D ,26-01-1971,Jan,1971,StatusRetired,62,Success,1970
3387,US Air Force,USA,USA,Titan III(23)B ,21-01-1971,Jan,1971,StatusRetired,59,Success,1970
3388,RVSN USSR,Kazakhstan,KAZ,Voskhod ,21-01-1971,Jan,1971,StatusRetired,5000,Success,1970
3389,RVSN USSR,Russia,RUS,Vostok-2M ,20-01-1971,Jan,1971,StatusRetired,5000,Success,1970
3390,RVSN USSR,Russia,RUS,Cosmos-2I (63SM) ,14-01-1971,Jan,1971,StatusRetired,5000,Success,1970
3391,RVSN USSR,Kazakhstan,KAZ,Voskhod ,12-01-1971,Jan,1971,StatusRetired,5000,Success,1970
3392,RVSN USSR,Kazakhstan,KAZ,Molniya-M /Block L ,25-12-1970,Dec,1970,StatusRetired,5000,Success,1970
3393,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,22-12-1970,Dec,1970,StatusRetired,5000,Failure,1970
3394,RVSN USSR,Russia,RUS,Vostok-2M ,18-12-1970,Dec,1970,StatusRetired,5000,Success,1970
3395,RVSN USSR,Russia,RUS,Cosmos-2I (63SM) ,18-12-1970,Dec,1970,StatusRetired,5000,Success,1970
3396,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,16-12-1970,Dec,1970,StatusRetired,5000,Success,1970
3397,RVSN USSR,Kazakhstan,KAZ,Voskhod ,15-12-1970,Dec,1970,StatusRetired,5000,Success,1970
3398,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,12-12-1970,Dec,1970,StatusRetired,5000,Success,1970
3399,CNES,France,FRA,Diamant B ,12-12-1970,Dec,1970,StatusRetired,62,Success,1970
3400,ASI,Kenya,KEN,Scout B ,12-12-1970,Dec,1970,StatusRetired,62,Success,1970
3401,RVSN USSR,Russia,RUS,Voskhod ,10-12-1970,Dec,1970,StatusRetired,5000,Success,1970
3402,RVSN USSR,Russia,RUS,Voskhod ,03-12-1970,Dec,1970,StatusRetired,5000,Success,1970
3403,RVSN USSR,Kazakhstan,KAZ,Proton K/Block D ,02-12-1970,Dec,1970,StatusRetired,5000,Success,1970
3404,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,02-12-1970,Dec,1970,StatusRetired,5000,Success,1970
3405,General Dynamics,USA,USA,Atlas-SLV3C Centaur-D ,30-11-1970,Nov,1970,StatusRetired,62,Failure,1970
3406,RVSN USSR,Russia,RUS,Molniya-M /Block L ,27-11-1970,Nov,1970,StatusRetired,5000,Success,1970
3407,RVSN USSR,Russia,RUS,Cosmos-2I (63SM) ,24-11-1970,Nov,1970,StatusRetired,5000,Success,1970
3408,RVSN USSR,Kazakhstan,KAZ,Soyuz L ,24-11-1970,Nov,1970,StatusRetired,5000,Success,1970
3409,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,17-11-1970,Nov,1970,StatusRetired,5000,Success,1970
3410,RVSN USSR,Kazakhstan,KAZ,Voskhod ,11-11-1970,Nov,1970,StatusRetired,5000,Success,1970
3411,RVSN USSR,Kazakhstan,KAZ,Proton K/Block D ,10-11-1970,Nov,1970,StatusRetired,5000,Success,1970
3412,Martin Marietta,USA,USA,Titan III(23)C ,06-11-1970,Nov,1970,StatusRetired,35,Partial Failure,1970
3413,RAE,Australia,AUS,Black Arrow ,02-11-1970,Nov,1970,StatusRetired,62,Failure,1970
3414,RVSN USSR,Russia,RUS,Voskhod ,30-10-1970,Oct,1970,StatusRetired,5000,Success,1970
3415,RVSN USSR,Kazakhstan,KAZ,Tsyklon-2 ,30-10-1970,Oct,1970,StatusRetired,5000,Success,1970
3416,US Air Force,USA,USA,Titan III(23)B ,23-10-1970,Oct,1970,StatusRetired,59,Success,1970
3417,RVSN USSR,Kazakhstan,KAZ,Tsyklon-2 ,23-10-1970,Oct,1970,StatusRetired,5000,Success,1970
3418,RVSN USSR,Kazakhstan,KAZ,Proton K/Block D ,20-10-1970,Oct,1970,StatusRetired,5000,Success,1970
3419,RVSN USSR,Kazakhstan,KAZ,Tsyklon-2 ,20-10-1970,Oct,1970,StatusRetired,5000,Success,1970
3420,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,16-10-1970,Oct,1970,StatusRetired,5000,Success,1970
3421,RVSN USSR,Russia,RUS,Vostok-2M ,15-10-1970,Oct,1970,StatusRetired,5000,Success,1970
3422,RVSN USSR,Russia,RUS,Cosmos-2I (63SM) ,14-10-1970,Oct,1970,StatusRetired,5000,Success,1970
3423,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,12-10-1970,Oct,1970,StatusRetired,5000,Success,1970
3424,RVSN USSR,Kazakhstan,KAZ,Voskhod ,09-10-1970,Oct,1970,StatusRetired,5000,Success,1970
3425,RVSN USSR,Russia,RUS,Cosmos-2I (63SM) ,08-10-1970,Oct,1970,StatusRetired,5000,Success,1970
3426,RVSN USSR,Kazakhstan,KAZ,Voskhod ,08-10-1970,Oct,1970,StatusRetired,5000,Success,1970
3427,RVSN USSR,Kazakhstan,KAZ,Tsyklon-2 ,03-10-1970,Oct,1970,StatusRetired,5000,Success,1970
3428,RVSN USSR,Kazakhstan,KAZ,Voskhod ,01-10-1970,Oct,1970,StatusRetired,5000,Success,1970
3429,RVSN USSR,Russia,RUS,Molniya-M /Block L ,29-09-1970,Sep,1970,StatusRetired,5000,Success,1970
3430,RVSN USSR,Kazakhstan,KAZ,Tsyklon ,25-09-1970,Sep,1970,StatusRetired,5000,Success,1970
3431,RVSN USSR,Russia,RUS,Voskhod ,22-09-1970,Sep,1970,StatusRetired,5000,Success,1970
3432,ISAS,Japan,JPN,Mu-IV S ,22-09-1970,Sep,1970,StatusRetired,62,Failure,1970
3433,RVSN USSR,Kazakhstan,KAZ,Voskhod ,17-09-1970,Sep,1970,StatusRetired,5000,Success,1970
3434,RVSN USSR,Russia,RUS,Cosmos-2I (63SM) ,16-09-1970,Sep,1970,StatusRetired,5000,Success,1970
3435,RVSN USSR,Kazakhstan,KAZ,Proton K/Block D ,12-09-1970,Sep,1970,StatusRetired,5000,Success,1970
3436,RVSN USSR,Russia,RUS,Voskhod ,08-09-1970,Sep,1970,StatusRetired,5000,Success,1970
3437,General Dynamics,USA,USA,Atlas-SLV3A Agena-D ,01-09-1970,Sep,1970,StatusRetired,62,Success,1970
3438,RVSN USSR,Kazakhstan,KAZ,Voskhod ,29-08-1970,Aug,1970,StatusRetired,5000,Success,1970
3439,RVSN USSR,Kazakhstan,KAZ,Molniya-M /Block NVL ,22-08-1970,Aug,1970,StatusRetired,5000,Partial Failure,1970
3440,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,20-08-1970,Aug,1970,StatusRetired,5000,Partial Failure,1970
3441,RVSN USSR,Russia,RUS,Cosmos-2I (63SM) ,19-08-1970,Aug,1970,StatusRetired,5000,Success,1970
3442,US Air Force,USA,USA,Titan III(23)B ,18-08-1970,Aug,1970,StatusRetired,59,Success,1970
3443,RVSN USSR,Kazakhstan,KAZ,Molniya-M /Block NVL ,17-08-1970,Aug,1970,StatusRetired,5000,Success,1970
3444,RVSN USSR,Russia,RUS,Cosmos-2I (63SM) ,10-08-1970,Aug,1970,StatusRetired,5000,Success,1970
3445,RVSN USSR,Russia,RUS,Voskhod ,07-08-1970,Aug,1970,StatusRetired,5000,Success,1970
3446,RVSN USSR,Russia,RUS,Cosmos-2I (63SM) ,07-08-1970,Aug,1970,StatusRetired,5000,Success,1970
3447,RVSN USSR,Russia,RUS,Cosmos-3MRB (65MRB) ,31-07-1970,Jul,1970,StatusRetired,5000,Success,1970
3448,RVSN USSR,Kazakhstan,KAZ,Tsyklon ,28-07-1970,Jul,1970,StatusRetired,5000,Success,1970
3449,RVSN USSR,Russia,RUS,Voskhod ,21-07-1970,Jul,1970,StatusRetired,5000,Failure,1970
3450,RVSN USSR,Russia,RUS,Voskhod ,09-07-1970,Jul,1970,StatusRetired,5000,Success,1970
3451,RVSN USSR,Kazakhstan,KAZ,Voskhod ,07-07-1970,Jul,1970,StatusRetired,5000,Success,1970
3452,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,27-06-1970,Jun,1970,StatusRetired,5000,Failure,1970
3453,RVSN USSR,Russia,RUS,Cosmos-2I (63SM) ,27-06-1970,Jun,1970,StatusRetired,5000,Success,1970
3454,RVSN USSR,Kazakhstan,KAZ,Voskhod ,26-06-1970,Jun,1970,StatusRetired,5000,Success,1970
3455,RVSN USSR,Russia,RUS,Molniya-M /Block L ,26-06-1970,Jun,1970,StatusRetired,5000,Success,1970
3456,US Air Force,USA,USA,Titan III(23)B ,25-06-1970,Jun,1970,StatusRetired,59,Success,1970
3457,RVSN USSR,Russia,RUS,Vostok-2M ,23-06-1970,Jun,1970,StatusRetired,5000,Success,1970
3458,General Dynamics,USA,USA,Atlas-SLV3A Agena-D ,19-06-1970,Jun,1970,StatusRetired,62,Success,1970
3459,RVSN USSR,Russia,RUS,Voskhod ,17-06-1970,Jun,1970,StatusRetired,5000,Success,1970
3460,RVSN USSR,Russia,RUS,Cosmos-2I (63SM) ,13-06-1970,Jun,1970,StatusRetired,5000,Success,1970
3461,RVSN USSR,Russia,RUS,Cosmos-2I (63SM) ,12-06-1970,Jun,1970,StatusRetired,5000,Success,1970
3462,CECLES,Australia,AUS,Europa 1 ,12-06-1970,Jun,1970,StatusRetired,62,Failure,1970
3463,RVSN USSR,Kazakhstan,KAZ,Voskhod ,10-06-1970,Jun,1970,StatusRetired,5000,Success,1970
3464,Roscosmos,Kazakhstan,KAZ,Soyuz ,01-06-1970,Jun,1970,StatusRetired,48.5,Success,1970
3465,RVSN USSR,Russia,RUS,Cosmos-2I (63SM) ,22-05-1970,May,1970,StatusRetired,5000,Failure,1970
3466,RVSN USSR,Kazakhstan,KAZ,Voskhod ,20-05-1970,May,1970,StatusRetired,5000,Success,1970
3467,RVSN USSR,Russia,RUS,Voskhod ,12-05-1970,May,1970,StatusRetired,5000,Success,1970
3468,RVSN USSR,Russia,RUS,Vostok-2M ,28-04-1970,Apr,1970,StatusRetired,5000,Success,1970
3469,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,25-04-1970,Apr,1970,StatusRetired,5000,Success,1970
3470,RVSN USSR,Russia,RUS,Cosmos-2I (63SM) ,24-04-1970,Apr,1970,StatusRetired,5000,Success,1970
3471,CASC,China,CHN,Long March 1 ,24-04-1970,Apr,1970,StatusRetired,30.8,Success,1970
3472,RVSN USSR,Russia,RUS,Cosmos-2I (63SM) ,23-04-1970,Apr,1970,StatusRetired,5000,Success,1970
3473,US Air Force,USA,USA,Titan III(23)B ,15-04-1970,Apr,1970,StatusRetired,59,Success,1970
3474,RVSN USSR,Russia,RUS,Voskhod ,15-04-1970,Apr,1970,StatusRetired,5000,Success,1970
3475,NASA,USA,USA,Saturn V ,11-04-1970,Apr,1970,StatusRetired,1160,Success,1970
3476,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,11-04-1970,Apr,1970,StatusRetired,5000,Success,1970
3477,Martin Marietta,USA,USA,Titan IIIC ,08-04-1970,Apr,1970,StatusRetired,35,Success,1970
3478,RVSN USSR,Kazakhstan,KAZ,Voskhod ,08-04-1970,Apr,1970,StatusRetired,5000,Success,1970
3479,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,07-04-1970,Apr,1970,StatusRetired,5000,Success,1970
3480,RVSN USSR,Russia,RUS,Voskhod ,03-04-1970,Apr,1970,StatusRetired,5000,Success,1970
3481,RVSN USSR,Russia,RUS,Voskhod ,27-03-1970,Mar,1970,StatusRetired,5000,Success,1970
3482,RVSN USSR,Russia,RUS,Cosmos-2I (63SM) ,18-03-1970,Mar,1970,StatusRetired,5000,Success,1970
3483,RVSN USSR,Russia,RUS,Vostok-2M ,17-03-1970,Mar,1970,StatusRetired,5000,Partial Failure,1970
3484,RVSN USSR,Russia,RUS,Voskhod ,13-03-1970,Mar,1970,StatusRetired,5000,Success,1970
3485,CNES,France,FRA,Diamant B ,10-03-1970,Mar,1970,StatusRetired,62,Success,1970
3486,RVSN USSR,Russia,RUS,Voskhod ,04-03-1970,Mar,1970,StatusRetired,5000,Success,1970
3487,RVSN USSR,Russia,RUS,Cosmos-2I (63SM) ,27-02-1970,Feb,1970,StatusRetired,5000,Success,1970
3488,RVSN USSR,Russia,RUS,Molniya-M /Block L ,17-02-1970,Feb,1970,StatusRetired,5000,Success,1970
3489,UT,Japan,JPN,Lambda-IV S ,11-02-1970,Feb,1970,StatusRetired,62,Success,1970
3490,RVSN USSR,Russia,RUS,Voskhod ,10-02-1970,Feb,1970,StatusRetired,5000,Success,1970
3491,RVSN USSR,Kazakhstan,KAZ,Proton K/Block D ,06-02-1970,Feb,1970,StatusRetired,5000,Failure,1970
3492,RVSN USSR,Russia,RUS,Cosmos-2I (63SM) ,30-01-1970,Jan,1970,StatusRetired,5000,Failure,1970
3493,RVSN USSR,Russia,RUS,Voskhod ,21-01-1970,Jan,1970,StatusRetired,5000,Success,1970
3494,RVSN USSR,Russia,RUS,Cosmos-2I (63SM) ,20-01-1970,Jan,1970,StatusRetired,5000,Success,1970
3495,RVSN USSR,Russia,RUS,Cosmos-2I (63SM) ,16-01-1970,Jan,1970,StatusRetired,5000,Success,1970
3496,RVSN USSR,Russia,RUS,Cosmos-2I (63SM) ,15-01-1970,Jan,1970,StatusRetired,5000,Success,1970
3497,US Air Force,USA,USA,Titan III(23)B ,14-01-1970,Jan,1970,StatusRetired,59,Success,1970
3498,RVSN USSR,Kazakhstan,KAZ,Voskhod ,09-01-1970,Jan,1970,StatusRetired,5000,Success,1970
3499,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,27-12-1969,Dec,1969,StatusRetired,5000,Failure,1960
3500,RVSN USSR,Russia,RUS,Cosmos-2I (63SM) ,25-12-1969,Dec,1969,StatusRetired,5000,Success,1960
3501,RVSN USSR,Russia,RUS,Voskhod ,23-12-1969,Dec,1969,StatusRetired,5000,Success,1960
3502,RVSN USSR,Kazakhstan,KAZ,Tsyklon-2 ,23-12-1969,Dec,1969,StatusRetired,5000,Success,1960
3503,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,20-12-1969,Dec,1969,StatusRetired,5000,Success,1960
3504,RVSN USSR,Russia,RUS,Cosmos-2I (63SM) ,11-12-1969,Dec,1969,StatusRetired,5000,Success,1960
3505,RVSN USSR,Russia,RUS,Voskhod ,03-12-1969,Dec,1969,StatusRetired,5000,Success,1960
3506,RVSN USSR,Kazakhstan,KAZ,Proton K/Block D ,28-11-1969,Nov,1969,StatusRetired,5000,Failure,1960
3507,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,24-11-1969,Nov,1969,StatusRetired,5000,Success,1960
3508,RVSN USSR,Russia,RUS,Cosmos-2I (63SM) ,24-11-1969,Nov,1969,StatusRetired,5000,Success,1960
3509,CASC,China,CHN,Long March 1 ,16-11-1969,Nov,1969,StatusRetired,30.8,Failure,1960
3510,RVSN USSR,Kazakhstan,KAZ,Voskhod ,15-11-1969,Nov,1969,StatusRetired,5000,Success,1960
3511,NASA,USA,USA,Saturn V ,14-11-1969,Nov,1969,StatusRetired,1160,Success,1960
3512,RVSN USSR,Russia,RUS,Voskhod ,12-11-1969,Nov,1969,StatusRetired,5000,Success,1960
3513,RVSN USSR,Russia,RUS,Cosmos-2I (63SM) ,04-11-1969,Nov,1969,StatusRetired,5000,Success,1960
3514,Yuzhmash,Kazakhstan,KAZ,Tsyklon-2 ,01-11-1969,Nov,1969,StatusRetired,62,Success,1960
3515,US Air Force,USA,USA,Titan III(23)B ,24-10-1969,Oct,1969,StatusRetired,59,Success,1960
3516,RVSN USSR,Russia,RUS,Cosmos-2I (63SM) ,24-10-1969,Oct,1969,StatusRetired,5000,Success,1960
3517,RVSN USSR,Kazakhstan,KAZ,Voskhod ,24-10-1969,Oct,1969,StatusRetired,5000,Success,1960
3518,RVSN USSR,Kazakhstan,KAZ,Proton K/Block D ,22-10-1969,Oct,1969,StatusRetired,5000,Failure,1960
3519,RVSN USSR,Russia,RUS,Cosmos-3M (11K65M) ,21-10-1969,Oct,1969,StatusRetired,5000,Success,1960
3520,RVSN USSR,Russia,RUS,Cosmos-2I (63SM) ,18-10-1969,Oct,1969,StatusRetired,5000,Success,1960
3521,RVSN USSR,Russia,RUS,Voskhod ,17-10-1969,Oct,1969,StatusRetired,5000,Success,1960
3522,RVSN USSR,Russia,RUS,Cosmos-2I (63SM) ,14-10-1969,Oct,1969,StatusRetired,5000,Success,1960
3523,RVSN USSR,Kazakhstan,KAZ,Soyuz ,13-10-1969,Oct,1969,StatusRetired,5000,Success,1960
3524,RVSN USSR,Kazakhstan,KAZ,Soyuz ,12-10-1969,Oct,1969,StatusRetired,5000,Success,1960
3525,RVSN USSR,Kazakhstan,KAZ,Soyuz ,11-10-1969,Oct,1969,StatusRetired,5000,Success,1960
3526,RVSN USSR,Russia,RUS,Vostok-2M ,06-10-1969,Oct,1969,StatusRetired,5000,Success,1960
3527,RVSN USSR,Russia,RUS,Voskhod ,24-09-1969,Sep,1969,StatusRetired,5000,Success,1960
3528,RVSN USSR,Kazakhstan,KAZ,Proton K/Block D ,23-09-1969,Sep,1969,StatusRetired,5000,Success,1960
3529,UT,Japan,JPN,Lambda-IV S ,22-09-1969,Sep,1969,StatusRetired,62,Failure,1960
3530,RVSN USSR,Kazakhstan,KAZ,Voskhod ,18-09-1969,Sep,1969,StatusRetired,5000,Success,1960
3531,RVSN USSR,Kazakhstan,KAZ,Tsyklon ,15-09-1969,Sep,1969,StatusRetired,5000,Success,1960
3532,RVSN USSR,Russia,RUS,Voskhod ,02-09-1969,Sep,1969,StatusRetired,5000,Success,1960
3533,RVSN USSR,Kazakhstan,KAZ,Voskhod ,29-08-1969,Aug,1969,StatusRetired,5000,Success,1960
3534,US Air Force,USA,USA,Titan III(23)B ,23-08-1969,Aug,1969,StatusRetired,59,Success,1960
